"Year,""Annual Precipitation"",""Trend 1951-2020"",""Trend 1971-2020"",""Trend 1991-2020"""
1950,1399,45
1951,1234,83,1216,8840845070424
1952,1270,34,1216,105783920917
1953,1437,9,1215,3274833347914
1954,1254,91,1214,549182748666
1955,1301,94,1213,7708821625406
1956,1367,21,1212,9925815764152
1957,1112,78,1212,2142809902896
1958,1344,68,1211,4359804041642
1959,1379,74,1210,6576798180388
1960,1168,83,1209,8793792319134
1961,1326,14,1209,1010786457878
1962,1215,77,1208,3227780596624
1963,1219,39,1207,544477473537
1964,1335,45,1206,7661768874116
1965,1109,82,1205,987876301286
1966,1264,47,1205,2095757151606
1967,1345,48,1204,4312751290352
1968,1230,9,1203,6529745429095
1969,1082,42,1202,8746739567841
1970,1240,4,1202,0963733706587
1971,1249,33,1201,3180727845333,1086,2885411764714
1972,987,46,1200,5397721984077,1089,345245618248
1973,1275,67,1199,7614716122823,1092,4019500600248
1974,979,79,1198,983171026157,1095,4586545018014
1975,1285,48,1198,2048704400315,1098,5153589435781
1976,1106,48,1197,426569853906,1101,5720633853548
1977,1090,5,1196,6482692677805,1104,6287678271315
1978,1137,78,1195,869968681655,1107,6854722689081
1979,961,89,1195,0916680955297,1110,7421767106848
1980,1148,49,1194,313367509404,1113,7988811524615
1981,1030,81,1193,5350669232787,1116,8555855942382
1982,981,36,1192,7567663371533,1119,9122900360148
1983,1234,67,1191,9784657510277,1122,9689944777915
1984,1091,34,1191,2001651649023,1126,0256989195682
1985,1014,92,1190,4218645787769,1129,082403361345
1986,1067,4,1189,6435639926515,1132,1391078031218
1987,899,43,1188,8652634065259,1135,1958122448984
1988,1240,92,1188,0869628204005,1138,252516686675
1989,1145,56,1187,308662234275,1141,3092211284518
1990,1437,71,1186,5303616481497,1144,3659255702285
1991,1140,1,1185,752061062024,1147,4226300120051,1128,702774193549
1992,1002,06,1184,9737604758986,1150,4793344537818,1132,9115483870974
1993,1179,51,1184,1954598897732,1153,5360388955585,1137,1203225806457
1994,1278,76,1183,4171593036478,1156,5927433373352,1141,329096774194
1995,1190,66,1182,6388587175222,1159,6494477791118,1145,5378709677425
1996,1195,92,1181,8605581313968,1162,7061522208885,1149,7466451612906
1997,1209,97,1181,0822575452714,1165,7628566626652,1153,955419354839
1998,1206,72,1180,303956959146,1168,8195611044418,1158,1641935483874
1999,1093,27,1179,5256563730204,1171,8762655462185,1162,3729677419358
2000,1085,36,1178,747355786895,1174,9329699879952,1166,5817419354842
2001,1113,73,1177,9690552007696,1177,9896744297719,1170,7905161290325
2002,1004,24,1177,190754614644,1181,0463788715485,1174,999290322581
2003,1229,97,1176,4124540285186,1184,1030833133252,1179,2080645161293
2004,1109,48,1175,6341534423932,1187,159787755102,1183,4168387096777
2005,1161,1174,8558528562678,1190,2164921968786,1187,6256129032258
2006,1184,45,1174,0775522701422,1193,2731966386552,1191,8343870967742
2007,1301,34,1173,2992516840168,1196,329901080432,1196,0431612903226
2008,1267,37,1172,5209510978914,1199,3866055222086,1200,251935483871
2009,1119,39,1171,742650511766,1202,4433099639853,1204,4607096774193
2010,1355,74,1170,9643499256404,1205,500014405762,1208,6694838709677
2011,1254,75,1170,186049339515,1208,5567188475388,1212,878258064516
2012,1136,69,1169,4077487533896,1211,6134232893155,1217,0870322580645
2013,1356,2,1168,6294481672642,1214,6701277310922,1221,2958064516129
2014,1107,64,1167,8511475811385,1217,7268321728689,1225,5045806451612
2015,1162,14,1167,0728469950132,1220,7835366146455,1229,7133548387094
2016,1219,51,1166,2945464088878,1223,8402410564222,1233,9221290322578
2017,1209,84,1165,5162458227621,1226,8969454981989,1238,1309032258062
2018,1115,66,1164,7379452366367,1229,9536499399755,1242,3396774193545
2019,1379,32,1163,9596446505113,1233,0103543817522,1246,548451612903
2020,1321,11,1163,181344064386,1236,067058823529,1250,7572258064513
