"Year,""Annual Average Mean Surface Air Temperature"",""Trend 1951-2020"",""Trend 1971-2020"",""Trend 1991-2020"""
1950,22,8
1951,22,92,23,457995975855145
1952,22,95,23,472302510716485
1953,22,63,23,48660904557783
1954,23,74,23,50091558043917
1955,23,58,23,51522211530051
1956,23,48,23,529528650161854
1957,23,84,23,543835185023195
1958,24,17,23,558141719884535
1959,23,87,23,57244825474588
1960,23,95,23,58675478960722
1961,23,31,23,60106132446856
1962,23,39,23,615367859329904
1963,23,84,23,629674394191245
1964,23,81,23,643980929052585
1965,23,81,23,65828746391393
1966,23,84,23,67259399877527
1967,23,79,23,68690053363661
1968,23,61,23,701207068497954
1969,24,28,23,715513603359295
1970,23,76,23,729820138220635
1971,23,36,23,74412667308198,23,716588235294108
1972,24,06,23,75843320794332,23,731454021608634
1973,24,09,23,77273974280466,23,74631980792316
1974,23,87,23,787046277666004,23,761185594237688
1975,23,5,23,801352812527345,23,77605138055221
1976,23,86,23,815659347388685,23,790917166866738
1977,23,94,23,82996588225003,23,805782953181264
1978,23,65,23,84427241711137,23,82064873949579
1979,24,3,23,85857895197271,23,835514525810318
1980,24,24,23,872885486834054,23,850380312124845
1981,23,77,23,887192021695395,23,86524609843937
1982,23,79,23,90149855655674,23,880111884753898
1983,23,57,23,91580509141808,23,89497767106842
1984,23,77,23,93011162627942,23,909843457382948
1985,24,07,23,944418161140764,23,924709243697475
1986,23,9,23,958724696002104,23,939575030012
1987,24,34,23,973031230863445,23,954440816326528
1988,24,24,23,98733776572479,23,969306602641055
1989,23,71,24,00164430058613,23,98417238895558
1990,23,69,24,01595083544747,23,999038175270105
1991,23,93,24,030257370308814,24,01390396158463,23,877118279569906
1992,23,83,24,044563905170154,24,028769747899158,23,900121616611063
1993,23,97,24,058870440031495,24,043635534213685,23,923124953652216
1994,23,87,24,07317697489284,24,05850132052821,23,946128290693373
1995,24,07,24,08748350975418,24,07336710684274,23,96913162773453
1996,23,96,24,10179004461552,24,088232893157265,23,992134964775687
1997,23,55,24,116096579476864,24,103098679471792,24,01513830181684
1998,24,22,24,130403114338204,24,117964465786315,24,038141638857997
1999,24,1,24,144709649199545,24,13283025210084,24,061144975899154
2000,23,98,24,15901618406089,24,14769603841537,24,08414831294031
2001,24,06,24,17332271892223,24,162561824729895,24,107151649981464
2002,24,43,24,18762925378357,24,177427611044422,24,13015498702262
2003,24,17,24,201935788644914,24,19229339735895,24,153158324063778
2004,24,2,24,216242323506254,24,207159183673475,24,176161661104935
2005,24,14,24,230548858367595,24,222024969988,24,199164998146088
2006,24,37,24,24485539322894,24,236890756302525,24,222168335187245
2007,24,26,24,25916192809028,24,251756542617052,24,245171672228402
2008,24,03,24,27346846295162,24,26662232893158,24,26817500926956
2009,24,75,24,287774997812964,24,281488115246106,24,291178346310712
2010,24,71,24,302081532674304,24,296353901560632,24,31418168335187
2011,24,06,24,316388067535645,24,31121968787516,24,337185020393026
2012,24,16,24,33069460239699,24,326085474189686,24,360188357434183
2013,23,98,24,34500113725833,24,34095126050421,24,383191694475336
2014,24,22,24,35930767211967,24,355817046818736,24,406195031516493
2015,24,49,24,373614206981014,24,370682833133262,24,42919836855765
2016,24,85,24,387920741842354,24,38554861944779,24,452201705598807
2017,24,73,24,402227276703695,24,400414405762316,24,47520504263996
2018,24,53,24,41653381156504,24,415280192076843,24,498208379681117
2019,24,5,24,43084034642638,24,43014597839137,24,521211716722274
2020,24,2,24,44514688128772,24,445011764705896,24,54421505376343
