"Year,""Annual Precipitation"",""Trend 1951-2020"",""Trend 1971-2020"",""Trend 1991-2020"""
1950,1716,48
1951,1563,72,1743,9608853118682
1952,1807,1,1745,0125035429942
1953,1788,5,1746,0641217741202
1954,1632,66,1747,1157400052462
1955,1657,92,1748,1673582363721
1956,1829,41,1749,2189764674981
1957,1678,69,1750,2705946986239
1958,1584,56,1751,3222129297499
1959,1711,3,1752,3738311608759
1960,1818,8,1753,4254493920018
1961,1451,91,1754,4770676231278
1962,1735,01,1755,5286858542538
1963,1502,39,1756,5803040853798
1964,1789,73,1757,6319223165058
1965,1866,77,1758,6835405476318
1966,1846,03,1759,7351587787578
1967,1667,75,1760,7867770098835
1968,1646,33,1761,8383952410095
1969,1437,25,1762,8900134721355
1970,1724,81,1763,9416317032615
1971,1891,73,1764,9932499343874,1897,4801411764722
1972,1814,96,1766,0448681655134,1894,216690516208
1973,1926,14,1767,0964863966394,1890,9532398559438
1974,1962,82,1768,1481046277654,1887,6897891956796
1975,1804,77,1769,1997228588914,1884,4263385354157
1976,1870,1770,2513410900174,1881,1628878751515
1977,1932,12,1771,3029593211431,1877,8994372148873
1978,1896,29,1772,3545775522691,1874,635986554623
1979,1862,89,1773,406195783395,1871,3725358943589
1980,1810,79,1774,457814014521,1868,1090852340947
1981,1716,1,1775,509432245647,1864,8456345738307
1982,1797,6,1776,561050476773,1861,5821839135665
1983,1820,62,1777,612668707899,1858,3187332533023
1984,1896,22,1778,664286939025,1855,055282593038
1985,2027,78,1779,715905170151,1851,791831932774
1986,1900,54,1780,767523401277,1848,5283812725097
1987,1739,53,1781,819141632403,1845,2649306122455
1988,1904,89,1782,8707598635287,1842,0014799519815
1989,2049,38,1783,9223780946547,1838,7380292917173
1990,1709,54,1784,9739963257807,1835,4745786314531
1991,1791,21,1786,0256145569067,1832,211127971189,1841,5149677419358
1992,1820,51,1787,0772327880327,1828,9476773109247,1837,5980044493886
1993,1774,4,1788,1288510191587,1825,6842266506605,1833,6810411568413
1994,1875,79,1789,1804692502847,1822,4207759903966,1829,764077864294
1995,1850,18,1790,2320874814106,1819,1573253301324,1825,8471145717467
1996,1901,26,1791,2837057125366,1815,8938746698682,1821,9301512791994
1997,1791,11,1792,3353239436624,1812,630424009604,1818,0131879866522
1998,1724,86,1793,3869421747884,1809,3669733493398,1814,0962246941049
1999,1871,45,1794,4385604059144,1806,1035226890756,1810,1792614015576
2000,1919,08,1795,4901786370403,1802,8400720288114,1806,2622981090103
2001,1764,29,1796,5417968681663,1799,5766213685474,1802,345334816463
2002,1714,24,1797,5934150992923,1796,3131707082832,1798,4283715239158
2003,1709,92,1798,6450333304183,1793,049720048019,1794,5114082313685
2004,1805,91,1799,6966515615443,1789,7862693877548,1790,5944449388212
2005,1776,01,1800,7482697926703,1786,5228187274906,1786,677481646274
2006,1811,34,1801,7998880237963,1783,2593680672264,1782,7605183537266
2007,1675,52,1802,8515062549222,1779,9959174069622,1778,8435550611794
2008,1897,32,1803,903124486048,1776,7324667466983,1774,926591768632
2009,1967,4,1804,954742717174,1773,469016086434,1771,0096284760848
2010,1685,31,1806,0063609483,1770,2055654261699,1767,0926651835375
2011,1906,61,1807,057979179426,1766,9421147659057,1763,1757018909902
2012,1638,81,1808,109597410552,1763,6786641056415,1759,258738598443
2013,1873,1,1809,161215641678,1760,4152134453773,1755,3417753058957
2014,1758,39,1810,212833872804,1757,151762785113,1751,4248120133484
2015,1609,85,1811,26445210393,1753,888312124849,1747,5078487208011
2016,1741,58,1812,3160703350559,1750,624861464585,1743,590885428254
2017,1748,23,1813,3676885661819,1747,3614108043207,1739,6739221357068
2018,1800,4,1814,4193067973076,1744,0979601440565,1735,7569588431595
2019,1671,08,1815,4709250284336,1740,8345094837923,1731,8399955506122
2020,1666,41,1816,5225432595596,1737,5710588235283,1727,923032258065
