"Year,""Annual Average Mean Surface Air Temperature"",""Trend 1951-2020"",""Trend 1971-2020"",""Trend 1991-2020"""
1950,21,76
1951,22,1,21,67187122736418
1952,21,86,21,680351150380538
1953,21,85,21,688831073396898
1954,21,95,21,697310996413258
1955,21,68,21,705790919429617
1956,21,21,21,714270842445977
1957,22,25,21,722750765462333
1958,22,49,21,731230688478693
1959,22,42,21,739710611495052
1960,21,56,21,748190534511412
1961,22,31,21,756670457527772
1962,22,01,21,76515038054413
1963,21,77,21,77363030356049
1964,21,82,21,78211022657685
1965,22,23,21,79059014959321
1966,21,53,21,79907007260957
1967,21,72,21,807549995625926
1968,21,37,21,816029918642286
1969,21,92,21,824509841658646
1970,21,87,21,832989764675006
1971,21,53,21,841469687691365,21,51889411764708
1972,21,98,21,849949610707725,21,538196398559442
1973,22,02,21,858429533724085,21,557498679471806
1974,20,57,21,866909456740444,21,576800960384173
1975,21,21,21,875389379756804,21,596103241296536
1976,20,95,21,883869302773164,21,6154055222089
1977,21,62,21,892349225789523,21,634707803121263
1978,21,32,21,90082914880588,21,654010084033626
1979,22,03,21,90930907182224,21,673312364945993
1980,22,47,21,9177889948386,21,692614645858356
1981,21,96,21,92626891785496,21,71191692677072
1982,21,8,21,93474884087132,21,731219207683083
1983,22,04,21,943228763887678,21,75052148859545
1984,21,37,21,951708686904038,21,769823769507813
1985,21,94,21,960188609920397,21,789126050420176
1986,21,96,21,968668532936757,21,80842833133254
1987,21,93,21,977148455953117,21,827730612244903
1988,22,47,21,985628378969473,21,84703289315727
1989,21,67,21,994108301985833,21,866335174069633
1990,22,23,22,002588225002192,21,885637454981996
1991,22,31,22,011068148018552,21,90493973589436,21,784860215053786
1992,21,66,22,01954807103491,21,924242016806723,21,810088246199502
1993,21,96,22,02802799405127,21,94354429771909,21,83531627734522
1994,22,01,22,03650791706763,21,962846578631453,21,860544308490937
1995,21,72,22,04498784008399,21,982148859543816,21,885772339636652
1996,22,21,22,05346776310035,22,00145114045618,21,911000370782368
1997,21,9,22,06194768611671,22,020753421368546,21,936228401928087
1998,22,43,22,070427609133066,22,04005570228091,21,961456433073803
1999,21,74,22,078907532149426,22,059357983193273,21,98668446421952
2000,21,28,22,087387455165786,22,078660264105636,22,011912495365237
2001,21,43,22,095867378182145,22,097962545018,22,037140526510953
2002,22,3,22,104347301198505,22,117264825930366,22,06236855765667
2003,22,2,22,112827224214865,22,13656710684273,22,087596588802384
2004,22,07,22,121307147231224,22,155869387755093,22,112824619948103
2005,22,71,22,129787070247584,22,175171668667456,22,13805265109382
2006,22,03,22,138266993263944,22,19447394957982,22,163280682239535
2007,22,24,22,146746916280303,22,213776230492186,22,188508713385254
2008,22,01,22,155226839296663,22,23307851140455,22,21373674453097
2009,22,47,22,16370676231302,22,252380792316913,22,238964775676685
2010,21,72,22,17218668532938,22,271683073229276,22,2641928068224
2011,21,33,22,18066660834574,22,29098535414164,22,28942083796812
2012,21,73,22,1891465313621,22,310287635054006,22,314648869113835
2013,22,88,22,197626454378458,22,32958991596637,22,33987690025955
2014,22,58,22,206106377394818,22,348892196878733,22,36510493140527
2015,22,48,22,214586300411177,22,368194477791096,22,390332962550985
2016,22,39,22,223066223427537,22,387496758703463,22,4155609936967
2017,22,46,22,231546146443897,22,406799039615827,22,440789024842417
2018,22,59,22,240026069460257,22,42610132052819,22,466017055988136
2019,23,11,22,248505992476613,22,445403601440553,22,49124508713385
2020,22,57,22,256985915492972,22,464705882352916,22,516473118279567
